Company,Location,Type,Title,Description,Company_url,Company_logo,Latitude,Longitude
BUNKR Life,"Saint Petersburg, FL",Full Time,,,https://bunkr.life/,,28.290973,-82.169668
BUNKR Life,"Saint Petersburg, FL",Full Time,Lead Product Developer,,https://bunkr.life/,,28.290973,-82.169668
BUNKR Life,"Saint Petersburg, FL",Full Time,Lead Product Developer,"<p>Lead Product Developer
We are hiring a senior software developer for BUNKR Life (BUNKR). BUNKR is a purpose-driven, entrepreneurial company owned and operated by a leadership team with a proven track record of building profitable global software businesses which generate great value for customers, team members, community and shareholders. Information on BUNKR's co-founder and CEO can be found at the following link - <a href=""https://www.linkedin.com/in/kurt-long-8223211/"">https://www.linkedin.com/in/kurt-long-8223211/</a></p>
<p>BUNKR's vision is to empower households and businesses to protect the most important information in their lives while streamlining everyday activities. We believe by doing this, people will be able to spend more time on what matters most to them in life. BUNKR is the first company of its kind to envision fully protecting and empowering consumers in their lives. Remote candidates will be strongly considered.</p>
<p>Below is a description of our ideal candidate for our lead software development position:</p>
<ul>
<li>Demonstrated ability to listen, understand business needs and lead a team toward market-fit products</li>
<li>Outstanding communication skills with demonstrated ability to unify a team toward a common vision</li>
<li>Demonstrated interests outside of their career</li>
<li>Demonstrated ability in a rapid Agile software build environment</li>
<li>Comprehensive experience in use of Web APIs</li>
<li>Development of APIs, API First experience</li>
<li>Node.js development experience</li>
<li>UX / UI understanding</li>
<li>OAuth 2.0</li>
<li>Experience with Git, GitHub</li>
<li>Strong understanding of QA processes and QA automation</li>
<li>Experience with open source database such as MySQL</li>
<li>PostgreSQL experience preferred</li>
<li>Heroku experience a plus</li>
</ul>
<p>BUNKR offers highly competitive financial compensation, stability, benefits as well as the ability to grow as a professional and person. We provide additional rewards those who are proven leaders.</p>
",https://bunkr.life/,,28.290973,-82.169668
BUNKR Life,"Saint Petersburg, FL",Full Time,Lead Product Developer,"<p>Lead Product Developer
We are hiring a senior software developer for BUNKR Life (BUNKR). BUNKR is a purpose-driven, entrepreneurial company owned and operated by a leadership team with a proven track record of building profitable global software businesses which generate great value for customers, team members, community and shareholders. Information on BUNKR's co-founder and CEO can be found at the following link - <a href=""https://www.linkedin.com/in/kurt-long-8223211/"">https://www.linkedin.com/in/kurt-long-8223211/</a></p>
<p>BUNKR's vision is to empower households and businesses to protect the most important information in their lives while streamlining everyday activities. We believe by doing this, people will be able to spend more time on what matters most to them in life. BUNKR is the first company of its kind to envision fully protecting and empowering consumers in their lives. Remote candidates will be strongly considered.</p>
<p>Below is a description of our ideal candidate for our lead software development position:</p>
<ul>
<li>Demonstrated ability to listen, understand business needs and lead a team toward market-fit products</li>
<li>Outstanding communication skills with demonstrated ability to unify a team toward a common vision</li>
<li>Demonstrated interests outside of their career</li>
<li>Demonstrated ability in a rapid Agile software build environment</li>
<li>Comprehensive experience in use of Web APIs</li>
<li>Development of APIs, API First experience</li>
<li>Node.js development experience</li>
<li>UX / UI understanding</li>
<li>OAuth 2.0</li>
<li>Experience with Git, GitHub</li>
<li>Strong understanding of QA processes and QA automation</li>
<li>Experience with open source database such as MySQL</li>
<li>PostgreSQL experience preferred</li>
<li>Heroku experience a plus</li>
</ul>
<p>BUNKR offers highly competitive financial compensation, stability, benefits as well as the ability to grow as a professional and person. We provide additional rewards those who are proven leaders.</p>
",https://bunkr.life/,,28.290973,-82.169668
BUNKR Life,"Saint Petersburg, FL",Full Time,Lead Product Developer,"<p>Lead Product Developer
We are hiring a senior software developer for BUNKR Life (BUNKR). BUNKR is a purpose-driven, entrepreneurial company owned and operated by a leadership team with a proven track record of building profitable global software businesses which generate great value for customers, team members, community and shareholders. Information on BUNKR's co-founder and CEO can be found at the following link - <a href=""https://www.linkedin.com/in/kurt-long-8223211/"">https://www.linkedin.com/in/kurt-long-8223211/</a></p>
<p>BUNKR's vision is to empower households and businesses to protect the most important information in their lives while streamlining everyday activities. We believe by doing this, people will be able to spend more time on what matters most to them in life. BUNKR is the first company of its kind to envision fully protecting and empowering consumers in their lives. Remote candidates will be strongly considered.</p>
<p>Below is a description of our ideal candidate for our lead software development position:</p>
<ul>
<li>Demonstrated ability to listen, understand business needs and lead a team toward market-fit products</li>
<li>Outstanding communication skills with demonstrated ability to unify a team toward a common vision</li>
<li>Demonstrated interests outside of their career</li>
<li>Demonstrated ability in a rapid Agile software build environment</li>
<li>Comprehensive experience in use of Web APIs</li>
<li>Development of APIs, API First experience</li>
<li>Node.js development experience</li>
<li>UX / UI understanding</li>
<li>OAuth 2.0</li>
<li>Experience with Git, GitHub</li>
<li>Strong understanding of QA processes and QA automation</li>
<li>Experience with open source database such as MySQL</li>
<li>PostgreSQL experience preferred</li>
<li>Heroku experience a plus</li>
</ul>
<p>BUNKR offers highly competitive financial compensation, stability, benefits as well as the ability to grow as a professional and person. We provide additional rewards those who are proven leaders.</p>
",https://bunkr.life/,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa1dFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2d7738c164d4ebbf8e49a4425837ed20638f2051/Screen%20Shot%202020-05-29%20at%204.56.54%20PM.png,28.290973,-82.169668
Canopy,remote,Full Time,,,https://canopyservicing.com/,,43.00595,-123.89259
Canopy,remote,Full Time,Senior Software Engineer (Innovation),,https://canopyservicing.com/,,41.9891608,-87.8830013
Canopy,remote,Full Time,Senior Software Engineer (Innovation),"<p>Canopy is looking for an innovation focused software engineer to help rapidly build and test core company theories. Canopy's Innovation team is a group of highly skilled engineers, designers, and hustlers who are working as scouts for Canopy to help gather and present evidence on our future paths we can take. They often work with little to no spec's and have the highest initiative in the company.</p>
<p>You are someone who can take a rough set of company goals and do both a competitive analysis on potential options and build a prototype that will empower Canopy to determine the cost of fully moving in a new direction.</p>
<p>You will need a high amount of initiative and exposure to each part of the development, project management, and even product process to skillfully accomplish your goals.</p>
<p>For additional context we might ask you to spend 2 weeks researching and building a prototype of an integration of a new Canopy partner, or to spend a week researching and building a prototype for a new compliance based need.</p>
<p>Our goal is to work with you to provide an ordered list of challenges that we need solved, and for you to work autonomously to accomplish those goals.</p>
<p>It would be ideal if you were to use similar tooling as our core products but it is not required.</p>
<p>It is expected that you will need to engage with various members of Canopy to accomplish your goal. ie there are other specialists at Canopy both in engineer and across the board who can help you.</p>
",https://canopyservicing.com/,,43.00595,-123.89259
Canopy,remote,Full Time,Senior Software Engineer (Innovation),"<p>Canopy is looking for an innovation focused software engineer to help rapidly build and test core company theories. Canopy's Innovation team is a group of highly skilled engineers, designers, and hustlers who are working as scouts for Canopy to help gather and present evidence on our future paths we can take. They often work with little to no spec's and have the highest initiative in the company.</p>
<p>You are someone who can take a rough set of company goals and do both a competitive analysis on potential options and build a prototype that will empower Canopy to determine the cost of fully moving in a new direction.</p>
<p>You will need a high amount of initiative and exposure to each part of the development, project management, and even product process to skillfully accomplish your goals.</p>
<p>For additional context we might ask you to spend 2 weeks researching and building a prototype of an integration of a new Canopy partner, or to spend a week researching and building a prototype for a new compliance based need.</p>
<p>Our goal is to work with you to provide an ordered list of challenges that we need solved, and for you to work autonomously to accomplish those goals.</p>
<p>It would be ideal if you were to use similar tooling as our core products but it is not required.</p>
<p>It is expected that you will need to engage with various members of Canopy to accomplish your goal. ie there are other specialists at Canopy both in engineer and across the board who can help you.</p>
",https://canopyservicing.com/,,41.9891608,-87.8830013
Canopy,remote,Full Time,Senior Software Engineer (Innovation),"<p>Canopy is looking for an innovation focused software engineer to help rapidly build and test core company theories. Canopy's Innovation team is a group of highly skilled engineers, designers, and hustlers who are working as scouts for Canopy to help gather and present evidence on our future paths we can take. They often work with little to no spec's and have the highest initiative in the company.</p>
<p>You are someone who can take a rough set of company goals and do both a competitive analysis on potential options and build a prototype that will empower Canopy to determine the cost of fully moving in a new direction.</p>
<p>You will need a high amount of initiative and exposure to each part of the development, project management, and even product process to skillfully accomplish your goals.</p>
<p>For additional context we might ask you to spend 2 weeks researching and building a prototype of an integration of a new Canopy partner, or to spend a week researching and building a prototype for a new compliance based need.</p>
<p>Our goal is to work with you to provide an ordered list of challenges that we need solved, and for you to work autonomously to accomplish those goals.</p>
<p>It would be ideal if you were to use similar tooling as our core products but it is not required.</p>
<p>It is expected that you will need to engage with various members of Canopy to accomplish your goal. ie there are other specialists at Canopy both in engineer and across the board who can help you.</p>
",https://canopyservicing.com/,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBam1FIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a3232a3dda7dfe6330cff6eea619a65d2251260b/Screen%20Shot%202020-05-28%20at%209.07.46%20PM.png,43.00595,-123.89259
Wicked Co.,,Full Time,,,,,25.9174563,-80.1387522
Wicked Co.,,Full Time,,,https://www.linkedin.com/company/letsgetwicked,,25.9174563,-80.1387522
Wicked Co.,"Lancaster, PA",Full Time,,,https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
Wicked Co.,"Lancaster, PA",Full Time,Senior Software Developer - Computer Vision,,https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
Wicked Co.,"Lancaster, PA",Full Time,Senior Software Developer - Computer Vision,"<p>Wicked Co. is a new company that is composed of a collective of passionate marketers, engineers, and entrepreneurs who work with our portfolio of companies to bring their ideas to life and drive unreal growth. We work across multiple industries, pairing quality equipment with pivotal software enhancements to create best-in-class, customer-centric solutions. While we’re at it, we also give their marketing, sales, and business practices a serious makeover (and boy do we love a good makeover montage).</p>
<p>We have experience running our own successful startups, and we’ve brought over those lessons and values to the culture at Wicked. We know our stuff but we're still agile and ever-learning, empowering you to make a true impact at Wicked Co. and our portfolio companies.</p>
<p>We’re a family-owned business that values respect, honesty and our team. We want our employees to be passionate about their work, but we recognize you’re more than just your job. Wicked Co. appreciates our people and the unique personality and perspective each individual brings to our team.</p>
<p>We’re currently looking for a Senior Software Developer with experience in computer vision who actively embraces challenges, experiments without fear of failure, and puts the customer first. Sound like you? Take a look at some of our other qualifications below:</p>
<p>Experience in any of the following computer vision areas is beneficial:
Application of standard libraries for image processing (OpenCV, etc.)
Development of custom image processing algorithms
Object tracking
Object recognition
Testing of computer vision algorithms
3-D modeling of physical spaces and objects</p>
<p>General software development areas that are beneficial:
Experience writing and supporting production code
Revision control tools (we use Git)
Testing and verification
Deployment
Development methodologies
Build tools (CMake, make, ...)</p>
<p>Languages we commonly use:
C/C++
Python
Go
Bash shell</p>
<p>As a Senior Member of the team, you will be expected to:
Develop stable, reliable software systems based on provided software specifications
Actively participate in software development planning and design discussions
Participate in project planning and review sessions on projects for which you are a Project Owner or Team Captain
Provide technical guidance to junior members of the team and give constructive feedback during code review sessions</p>
<p>You will work with experienced developers who have built, shipped and supported software systems over multi-year life cycles.</p>
<p>We have some really exciting products in the pipeline where your work will make a big impact.</p>
",https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
Wicked Co.,"Lancaster, PA",Full Time,Senior Software Developer - Computer Vision,"<p>Wicked Co. is a new company that is composed of a collective of passionate marketers, engineers, and entrepreneurs who work with our portfolio of companies to bring their ideas to life and drive unreal growth. We work across multiple industries, pairing quality equipment with pivotal software enhancements to create best-in-class, customer-centric solutions. While we’re at it, we also give their marketing, sales, and business practices a serious makeover (and boy do we love a good makeover montage).</p>
<p>We have experience running our own successful startups, and we’ve brought over those lessons and values to the culture at Wicked. We know our stuff but we're still agile and ever-learning, empowering you to make a true impact at Wicked Co. and our portfolio companies.</p>
<p>We’re a family-owned business that values respect, honesty and our team. We want our employees to be passionate about their work, but we recognize you’re more than just your job. Wicked Co. appreciates our people and the unique personality and perspective each individual brings to our team.</p>
<p>We’re currently looking for a Senior Software Developer with experience in computer vision who actively embraces challenges, experiments without fear of failure, and puts the customer first. Sound like you? Take a look at some of our other qualifications below:</p>
<p>Experience in any of the following computer vision areas is beneficial:
Application of standard libraries for image processing (OpenCV, etc.)
Development of custom image processing algorithms
Object tracking
Object recognition
Testing of computer vision algorithms
3-D modeling of physical spaces and objects</p>
<p>General software development areas that are beneficial:
Experience writing and supporting production code
Revision control tools (we use Git)
Testing and verification
Deployment
Development methodologies
Build tools (CMake, make, ...)</p>
<p>Languages we commonly use:
C/C++
Python
Go
Bash shell</p>
<p>As a Senior Member of the team, you will be expected to:
Develop stable, reliable software systems based on provided software specifications
Actively participate in software development planning and design discussions
Participate in project planning and review sessions on projects for which you are a Project Owner or Team Captain
Provide technical guidance to junior members of the team and give constructive feedback during code review sessions</p>
<p>You will work with experienced developers who have built, shipped and supported software systems over multi-year life cycles.</p>
<p>We have some really exciting products in the pipeline where your work will make a big impact.</p>
",https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
Wicked Co.,"Lancaster, PA",Full Time,Senior Software Developer - Computer Vision,"<p>Wicked Co. is a new company that is composed of a collective of passionate marketers, engineers, and entrepreneurs who work with our portfolio of companies to bring their ideas to life and drive unreal growth. We work across multiple industries, pairing quality equipment with pivotal software enhancements to create best-in-class, customer-centric solutions. While we’re at it, we also give their marketing, sales, and business practices a serious makeover (and boy do we love a good makeover montage).</p>
<p>We have experience running our own successful startups, and we’ve brought over those lessons and values to the culture at Wicked. We know our stuff but we're still agile and ever-learning, empowering you to make a true impact at Wicked Co. and our portfolio companies.</p>
<p>We’re a family-owned business that values respect, honesty and our team. We want our employees to be passionate about their work, but we recognize you’re more than just your job. Wicked Co. appreciates our people and the unique personality and perspective each individual brings to our team.</p>
<p>We’re currently looking for a Senior Software Developer with experience in computer vision who actively embraces challenges, experiments without fear of failure, and puts the customer first. Sound like you? Take a look at some of our other qualifications below:</p>
<p>Experience in any of the following computer vision areas is beneficial:
Application of standard libraries for image processing (OpenCV, etc.)
Development of custom image processing algorithms
Object tracking
Object recognition
Testing of computer vision algorithms
3-D modeling of physical spaces and objects</p>
<p>General software development areas that are beneficial:
Experience writing and supporting production code
Revision control tools (we use Git)
Testing and verification
Deployment
Development methodologies
Build tools (CMake, make, ...)</p>
<p>Languages we commonly use:
C/C++
Python
Go
Bash shell</p>
<p>As a Senior Member of the team, you will be expected to:
Develop stable, reliable software systems based on provided software specifications
Actively participate in software development planning and design discussions
Participate in project planning and review sessions on projects for which you are a Project Owner or Team Captain
Provide technical guidance to junior members of the team and give constructive feedback during code review sessions</p>
<p>You will work with experienced developers who have built, shipped and supported software systems over multi-year life cycles.</p>
<p>We have some really exciting products in the pipeline where your work will make a big impact.</p>
",https://www.linkedin.com/company/letsgetwicked,,39.970887,-76.304383
GOhiring,,Full Time,,,,,40.2220692,-79.76293
GOhiring,,Full Time,,,https://www.gohiring.com/,,40.2220692,-79.76293
Geomagical Labs,"Mountain View, CA",Full Time,Python Platform Engineer,"<p>Geomagical Labs is a visual AI division of IKEA.  We are crafting advanced computer vision AI algorithms into exciting and novel consumer AR/VR experiences for hundreds of millions of users.</p>
<p>We have an opening for a high-impact Python backend engineer who is excited to architect and build cloud applications and data platforms for mass-scale consumer AI &amp; commerce applications.</p>
<p><strong>Responsibilities:</strong></p>
<ul>
<li>Create cloud services, features, and APIs for hundreds of millions of users.</li>
<li>Design and develop backend systems and infrastructure to handle massive scale.</li>
<li>Develop highly automated CICD frameworks to deploy high-quality code without friction.</li>
<li>Build real-time analytics systems to monitor system performance and quickly detect anomalies.</li>
<li>Build data infrastructure to feed &amp; optimize AI machine learning pipelines.</li>
</ul>
<p><strong>Requirements:</strong></p>
<ul>
<li>Strong expertise in Python in Linux environments (Python super hackers desired).</li>
<li>Strong experience with Docker &amp; Kubernetes.</li>
<li>Experience with the Google Cloud Platform and its core services.</li>
<li>Experience with SQL databases and key-value stores.</li>
<li>Experience developing log-based, ELK stack analytics systems desired.</li>
<li>Experience with task &amp; message queues (e.g. Celery, RabbitMQ, Airflow, etc.) desired.</li>
</ul>
<p>Benefits</p>
<ul>
<li>Opportunity to work in a dynamic and ambitious R&amp;D team of successful serial entrepreneurs, scientists, AR &amp; graphics engineers, and product design professionals.</li>
<li>Excellent health &amp; retirement benefits.</li>
<li>Located in downtown Mountain View, California --- an easy walk from restaurants, coffee shops, the Stevens Creek Trail, and Caltrain commuter rail.</li>
</ul>
",,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdENEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--acb505d878f7bb46ec1dd7a36d768d8c545ce7c4/geo-logo_web-16.png,34.387996,-117.257308
Merit America,Dallas Fort-Worth ,Full Time,Entry-Level Software Developer,"<p>Have you tried independently learning how to code but need some formal training? Do you want a better career but lack qualifications? Do you think about going back to school, but worry about the time and cost, or whether you'll learn anything that actually helps you advance? Are you being overlooked because you don't have a Bachelor's degree?</p>
<p>Merit America provides a pathway to skilled technology careers with tracks that are fast, flexible, and focused on what employers need most. While working with Merit America, you will gain in-demand programming skills while preparing to connect with employers and advance your career. We are currently recruiting hardworking individuals to apply for our next cohort in DFW launching in August/September 2020.</p>
<p>We encourage you to read this overview in its entirety and to learn more at meritamerica.org before applying. Commit to learning and Merit America will help you take your career to the next level.</p>
<p>RESPONSIBILITIES AND DUTIES:</p>
<p>This program is designed to get you ready for an entry-level Junior Java Developer role with opportunities for ongoing career advancement.
The time commitment is 25+ hours per week for 21 weeks. This includes 20 hours per week of online skill development (on your own schedule), and 3-5 hours per week of in-person meet-ups with your coach and a small group of peers (weeknight, weekday, and weekend options available).
Participation in coaching sessions that include both technical (Java and related concepts) and professional (resume and cover letter development, etc.) learning to make you competitive for entry-level developer roles.</p>
<p>You can learn more about the different components of the program at <a href=""https://www.meritamerica.org/career-seekers"">https://www.meritamerica.org/career-seekers</a>.</p>
<p>SKILLS AND ABILITIES:</p>
<p>Strong self-motivation and “grit”: You are ready to commit to building a better future for yourself and your loved ones through a tech career and you rarely give up when faced with challenges.
Team player: You easily work with all types of people and you're the person teammates call on to help fix problems; you love a good challenge and communicate clearly.
Excellent time management: You are great at balancing and meeting your personal and professional commitments, even when it seems like there’s not enough time in the day to get everything done.
Passion for learning: You pride yourself on learning new things and taking control of your education through self-directed learning and ongoing professional development.</p>
<p>EDUCATION AND WORK EXPERIENCE:</p>
<p>Familiarity or prior experience with coding, any language, is strongly recommended but not required.
Professional work experience with colleagues and/or managers who would strongly recommend working with you.
High school diploma or GED, but no Bachelor’s degree or higher. While those with Associate’s degrees are welcome to apply, those with a Bachelor’s degree or higher, or who are currently enrolled in a Bachelor’s degree program, are not eligible.
Fluent English speaker, reader, and writer.
Authorized to work in the U.S. and able to pass a background and reference check.
Live within ~40 miles of downtown Dallas, with access to public transportation and/or a car for any meet-ups in DFW.
Savvy using modern technology with consistent internet access through your personal devices</p>
<p>WHAT THE INTERVIEW PROCESS WILL LOOK LIKE:</p>
<p>Phase 1: Online Assessment
Phase 2: Video Interview
Phase 3: Background Check
Total Application Timeline: Depending on how quickly you complete each step in the process, you can receive a decision within a week!</p>
<p>One last thing: Diversity is integral to our success and we are proud to be an equal opportunity employer. We believe that all workplaces should be truly inclusive of underrepresented individuals in terms of race, gender and/or socio-economic status, and any other characteristics protected by applicable law. We strongly encourage individuals from underrepresented groups to apply.</p>
",https://www.meritamerica.org/,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckNEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c8077a6e38d85144922d7a7b9d54316c69d56c45/merit-america-4color.png,32.72541,-97.32085
ZURB,"Campbell, CA",Full Time,Senior Engineer ,"<h2><strong>About the position</strong></h2>
<p>You love web application development and you enjoy seeing businesses grow. You've been in the business for a few years now. You’ve done the whole startup thing and you're ready to find something a little more meaty. Working as one of many developers isn't appealing to you anymore and the commute to San Francisco isn't doing it for you either. You're ready to be part of a team, and you want to own the product vision. You love making great things used by people, not just creating code, but contributing and leading projects to success.</p>
<p>Helio has shown 20% quarter over quarter sales growth, and we need a senior engineer to shape and grow <a href=""http://helio.app/"">our Helio platform</a>. Specifically we’re looking for a full stack engineer (Front-end -&gt; Ruby on Rails -&gt; Networking/AWS) who wants to own the vision. We're looking for a driven individual to push development forward, work with our active and passionate customers, and take Helio to the next level.</p>
<p><strong>Who we are</strong></p>
<p>We're a team of driven product designers who believe in rapid prototyping, researching on the fly and teaching people how to make better products. We've been around since 1998, creating world-class products that hundreds of millions of people actually use. We believe Design, with a capital ""D"", can change the world, and we’re making it happen. You’ll have the opportunity to build better products that solve problems and meet our customers needs.</p>
<p>We want to change the way people create products and services to bring behavioral data into everyday creative decisions.</p>
<p><strong>What Your Day Will Look Like</strong></p>
<p>Working closely with the team, you’ll spend time planning and developing on the roadmap. Some days you’ll be working on a new feature. Other days you will be deep into code, addressing architecture or fixing a tricky bug. All the while, working with the team to galvanize the momentum we’ve created with our customers.</p>
<p>You’ll work with our awesome team to learn Progressive Design — ZURB’s flagship design process — and how it applies to Helio. At the end of the day, you'll find that you are more than just a developer, you’re working with a world-class design organization, helping millions of people design for people and making a difference in the product community -- and that's pretty awesome.</p>
<h3><strong>What You Bring To The Table</strong></h3>
<ul>
<li>5-10 years of development experience working in a startup, independent contractor, or similar environment.</li>
<li>Should be comfortable in the full stack (Front-end -&gt; Ruby on Rails -&gt; Networking/AWS). You’ll need a solid grasp of Ruby on Rails.</li>
<li>Very comfortable with SQL (We use PostgreSQL and MySQL).</li>
<li>Very comfortable with at least one modern front-end framework (React, VueJS, Angular). We use VueJS and AngularJS as well as Stimulus.</li>
<li>Should be familiar with common software design patterns (observer pattern, facade pattern) .</li>
<li>Should be familiar with server security updates, <a href=""https://www.ruby-lang.org/en/"">Ruby security patches</a>, and support third party audits.</li>
<li>Familiarity with AWS (EC2/RDS/VPC/IAM/etc).</li>
<li>Familiarity with video encoding and prototyping tools.</li>
<li>Familiarity with CI/CD (Continuous Integration/Continuous Deploy), we use CircleCI.</li>
<li>Familiarity with generating financial reports, participant payouts and dealing with GDPR requests for removal.</li>
</ul>
<h3><strong>Other skills we’re looking for</strong></h3>
<ul>
<li>Natural sense of curiosity, and maintains a strong point of view. You enjoy sharing your ideas and listening to the ideas of your teammates. You write well.</li>
<li>Experience delivering solid products over and over again.</li>
<li>An enthusiasm for coaching and teaching people on our team.</li>
</ul>
<h3><strong>A little more about us</strong></h3>
<p>ZURB is a close-knit product design team based in Campbell, CA. We've been around since 1998, have helped more than 500 startups design some kick-ass online products and created many of our own products, like Foundation. Our customers range from large, well-known companies (Netflix, Hulu, eBay, Samsung, Mozilla, Facebook, Columbia) to start-ups. They all came to us because of our reputation for delivering killer ideas that work.</p>
",http://zurb.com,,37.278563,-121.955101
"Schellman & Company, LLC.",United States,Full Time,Senior Penetration Tester,"<p>If Pen Testing is your passion, if you love to do CTFs in your spare time (the 2nd step of our interview process!), if you have your OSCP, if you dream about attending security conferences (e.g. BlackHat, ShmooCon, DefCon, etc.) or eagerly git clone the latest tools / frameworks to play with in your home lab, then you’re exactly who Schellman is looking for to join our team.   </p>
<p>There is no typical day for our Pen Testers.  Our clients rely on us to find a myriad of vulnerabilities across network, application, mobile, cloud, wireless and other assessments.  The benefit of being exposed to so many different situations is that you are constantly building your knowledge base and skill set while keeping up with the latest cloud technologies and endpoint protection.  Our team is remote yet extremely collaborative and works together to utilize their different backgrounds and experience to solve these problems. </p>
<p>In addition to the hands-on training, Schellman also promotes a continuous learning environment.  Team members are encouraged to attend at least one security conference and training event every year to stay on the cutting edge of the industry.</p>
<p>Responsibilities:
The primary responsibilities for this position will be leading network, application and mobile penetration testing, as well furthering team development and advancing the practice. Senior Penetration Testing Associates perform project execution and report preparation activities as the delivery lead on an engagement.</p>
<p>Requirements:
At least three years hands-on penetration testing experience
At least one year of web application penetration testing experience
Completion of the OSCP Certification
Demonstrated enthusiasm for Information Security (e.g. GitHub repo, blogs, presentations, conference talks, local security association member, participated in free skill-building / hacking challenges – SANS Holiday Hack, HackerOne CTF, HackTheBox.eu, etc.)
Degree in computer science or information technology
Competency in common operating systems (e.g. Windows, macOS, Linux)
Proficiency with at least two scripting languages (e.g. Python, Bash, JavaScript, PowerShell)
An understanding of cloud computing models, technologies and concepts
Knowledge of PCI and FedRAMP programs
A passion for identifying and exploiting vulnerabilities
Demonstrated entrepreneurial abilities, client focus, industry savvy, and the ability to work independently or as part of a collaborative team
Advanced written and verbal communication skills
Self-driven in a remote working environment, motivation to continuously improve your skillset</p>
<p>Schellman might not be as well-known, but we are well-liked.  We’ve been recognized in the industry as one of the top Best Small Firms to Work for by Consulting Magazine and Top 10 for Comp and Benefits on Glassdoor, but more importantly, our employees have great things to say about working here:  <a href=""https://www.glassdoor.com/Reviews/Schellman-and-Company-Reviews-E666239.htm"">https://www.glassdoor.com/Reviews/Schellman-and-Company-Reviews-E666239.htm</a></p>
<p>We are open on location as this position is normally 85% remote.  Unfortunately, at this time, we cannot consider candidates that require sponsorship (now or in the future), or are located outside of the US.</p>
<p>Schellman &amp; Company, LLC. is an equal opportunity employer (EOE) and strongly supports diversity in the workplace.</p>
",https://www.schellman.com/,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcCtEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3959d6617ccfe3535f846900129c696769c9c8ce/schellman-logomark-fullcolor.png,34.329104,-97.681221
