,Company,Location,Type,Title,Description,Company_url,Company_logo,Latitude,Longitude
218,Defendify,Maine,Full Time,Full Stack Engineer,"<p>Thanks for your interest in working with us! Defendify is a fast-growing, fun-loving cybersecurity startup with a small, vibrant team based in Portland, Maine. Resourcefulness, responsiveness, problem-solving, and simplicity are values that shape who we are, what we do, and how we deliver amazing customer experiences.</p>
<p><strong>We're looking for a full stack developer to join us full-time, locally and/or in a remote capacity.</strong></p>
<p>This is a unique and exciting opportunity as we continue to expand the footprint of our groundbreaking, all-in-one cybersecurity platform. Every team member is a valuable contributor to our core SaaS product with day-to-day responsibilities covering a variety of development needs including building, maintaining, QA, and support for every aspect of the Defendify platform.</p>
<p><strong>We are looking for a team player who:</strong></p>
<ul>
<li>Has a passion for solving problems and is eager to grow, learn, and tackle daily and long-term challenges and goals.</li>
<li>Will dig in and ask questions from users to understand requirements; make a plan; dive into an existing codebase and learn where to make changes, or where to start new code.</li>
<li>Is a good communicator who enjoys collaboration and thrives in a development culture that values clean code, automation and testability.</li>
<li>Maintains excellent knowledge of how modern web applications work, including REST API usage, application security, cloud deployment and development best practices.</li>
<li>Is comfortable self-directing their own work. No micro-management here!</li>
</ul>
<p><strong>Requirements – Experience</strong></p>
<ul>
<li>3+ years of Full-Stack Development experience</li>
<li>Has been responsible for the entire lifecycle of code in at least one project, from scratch to QA to deployment to maintenance.</li>
<li>Has experience implementing a RESTful API and an application which consumes it.</li>
<li>Is familiar with the philosophy and implementation of development automation: tests, continuous integration, cloud deployment, and frequent production releases using an Agile/SCRUM process.</li>
<li>Some DevOps experience is a plus.</li>
</ul>
<p><strong>Requirements – Technical</strong></p>
<ul>
<li>Experienced in JavaScript including ES6, await/async, linting and front-end frameworks. We use libraries and frameworks as needed, but you need to be able to write and understand plain JS.</li>
<li>Experience with Node and Browser based environments is required.</li>
<li>Understand REST APIs and their role in application architectures.</li>
<li>Experience with front end development: HTML, CSS, and familiarity with the ecosystem of related technologies (SASS, DOM). In addition, Vue (or similar framework) experience and knowledge of static site generators such as Jekyll/Hugo are helpful.</li>
<li>Understand how to use Git(+Hub) and GitHub Flow.</li>
<li>Some relational database experience is preferred. Pluses include: Experiences in relational and in-memory databases (MySQL, Postgres, Redis) as well as knowledge in generic SQL.</li>
<li>Some experience with Amazon Web Services (AWS), Heroku, or similar services.</li>
</ul>
<p><strong>Your Success</strong></p>
<p>You are not alone in your role – Defendify's development team is made up of ""A"" players dedicated to your training and success. We thrive on an open-door policy and transparent management system that fosters team collaboration.</p>
<p><strong>Compensation and Benefits</strong></p>
<p>This is a flexible position open to candidates with varying levels of experience and offers long term growth potential via a well-defined career path. Compensation is competitive and commensurate with experience, and is variable based on personal and team performance. Our benefits package is comprehensive and includes health, dental, and vision coverage, educational reimbursement, a 401(k) program, paid time-off and more.</p>
<p><strong>Love What You Do</strong></p>
<p>Defendify employees enjoy a modern work environment and culture where everyone genuinely cares about the work they do. We're passionate about our product, the problems we're solving, our customers, our partners, and our team. We're in it together, enjoying work and play every day from team lunches, impromptu social outings and celebrations, and charity missions. And yes, there is coffee, lots and lots of coffee!</p>
<p><strong>Opportunity Knocks</strong></p>
<p>This position offers a great opportunity to make an impact as a part of a small team solving big problems, making cybersecurity possible for Small Business. Are you a creative self-starter with an appetite to learn and grow? If so, we'd love to hear from you!</p>
",https://www.defendify.io/,,44.507856,-67.859167
219,Defendify,Maine,Full Time,Full Stack Engineer,"<p>Thanks for your interest in working with us! Defendify is a fast-growing, fun-loving cybersecurity startup with a small, vibrant team based in Portland, Maine. Resourcefulness, responsiveness, problem-solving, and simplicity are values that shape who we are, what we do, and how we deliver amazing customer experiences.</p>
<p><strong>We're looking for a full stack developer to join us full-time, locally and/or in a remote capacity.</strong></p>
<p>This is a unique and exciting opportunity as we continue to expand the footprint of our groundbreaking, all-in-one cybersecurity platform. Every team member is a valuable contributor to our core SaaS product with day-to-day responsibilities covering a variety of development needs including building, maintaining, QA, and support for every aspect of the Defendify platform.</p>
<p><strong>We are looking for a team player who:</strong></p>
<ul>
<li>Has a passion for solving problems and is eager to grow, learn, and tackle daily and long-term challenges and goals.</li>
<li>Will dig in and ask questions from users to understand requirements; make a plan; dive into an existing codebase and learn where to make changes, or where to start new code.</li>
<li>Is a good communicator who enjoys collaboration and thrives in a development culture that values clean code, automation and testability.</li>
<li>Maintains excellent knowledge of how modern web applications work, including REST API usage, application security, cloud deployment and development best practices.</li>
<li>Is comfortable self-directing their own work. No micro-management here!</li>
</ul>
<p><strong>Requirements – Experience</strong></p>
<ul>
<li>3+ years of Full-Stack Development experience</li>
<li>Has been responsible for the entire lifecycle of code in at least one project, from scratch to QA to deployment to maintenance.</li>
<li>Has experience implementing a RESTful API and an application which consumes it.</li>
<li>Is familiar with the philosophy and implementation of development automation: tests, continuous integration, cloud deployment, and frequent production releases using an Agile/SCRUM process.</li>
<li>Some DevOps experience is a plus.</li>
</ul>
<p><strong>Requirements – Technical</strong></p>
<ul>
<li>Experienced in JavaScript including ES6, await/async, linting and front-end frameworks. We use libraries and frameworks as needed, but you need to be able to write and understand plain JS.</li>
<li>Experience with Node and Browser based environments is required.</li>
<li>Understand REST APIs and their role in application architectures.</li>
<li>Experience with front end development: HTML, CSS, and familiarity with the ecosystem of related technologies (SASS, DOM). In addition, Vue (or similar framework) experience and knowledge of static site generators such as Jekyll/Hugo are helpful.</li>
<li>Understand how to use Git(+Hub) and GitHub Flow.</li>
<li>Some relational database experience is preferred. Pluses include: Experiences in relational and in-memory databases (MySQL, Postgres, Redis) as well as knowledge in generic SQL.</li>
<li>Some experience with Amazon Web Services (AWS), Heroku, or similar services.</li>
</ul>
<p><strong>Your Success</strong></p>
<p>You are not alone in your role – Defendify's development team is made up of ""A"" players dedicated to your training and success. We thrive on an open-door policy and transparent management system that fosters team collaboration.</p>
<p><strong>Compensation and Benefits</strong></p>
<p>This is a flexible position open to candidates with varying levels of experience and offers long term growth potential via a well-defined career path. Compensation is competitive and commensurate with experience, and is variable based on personal and team performance. Our benefits package is comprehensive and includes health, dental, and vision coverage, educational reimbursement, a 401(k) program, paid time-off and more.</p>
<p><strong>Love What You Do</strong></p>
<p>Defendify employees enjoy a modern work environment and culture where everyone genuinely cares about the work they do. We're passionate about our product, the problems we're solving, our customers, our partners, and our team. We're in it together, enjoying work and play every day from team lunches, impromptu social outings and celebrations, and charity missions. And yes, there is coffee, lots and lots of coffee!</p>
<p><strong>Opportunity Knocks</strong></p>
<p>This position offers a great opportunity to make an impact as a part of a small team solving big problems, making cybersecurity possible for Small Business. Are you a creative self-starter with an appetite to learn and grow? If so, we'd love to hear from you!</p>
",https://www.defendify.io/,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcG1FIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--20ed44319c9fb13fadc44b99f028899632a7ffb8/Defendify_grey_R.png,44.507856,-67.859167
259,Kasisto,New York,Full Time,,,http://www.kasisto.coom,,40.714269,-74.005973
260,Kasisto,New York,Full Time,Front-End Software Engineer,,http://www.kasisto.coom,,40.714269,-74.005973
261,Kasisto,New York,Full Time,Front-End Software Engineer,"<p>Humanizing Digital Experiences®</p>
<p>Kasisto’s Digital Experience Platform, KAI, is designed for financial institutions to deliver the industry’s most amazing Conversational AI powered intelligent virtual assistants to their customers. KAI is open and extensible, and also fluent in the language of banking and finance. From simple retail transactions to the complex demands of corporate banks and wealth management, financial institutions can deliver meaningful digital interactions with KAI that help build their digital brand.</p>
<p>Financial institutions around the world use KAI, including DBS Bank, J.P. Morgan, Mastercard, Standard Chartered, TD Bank, and Manulife Bank among others. They chose KAI for its proven track record to drive business results while improving customer experiences. The platform is used by millions of consumers around the world, all the time, across multiple channels, in different languages, and is optimized for performance, scalability, security, and compliance.</p>
<p>This position</p>
<p>We are looking for a Full-Stack, client side software engineer to help build and integrate responsive chat interfaces, analytics dashboards and reporting tools.</p>
<p>What you’ll be doing</p>
<p>Working closely with clients and internal engineering, product and design teams to gather requirements
Building and integrating front-end applications with CSS, HTML, Javascript, jQuery, Vue.js, Webpack, Handlebars.js, LESS, Backbone, Python, Django and Java
Working to improve user experience and functionality for tools
Writing testable code utilizing common front-end unit and BDD testing frameworks
What you need for this position</p>
<p>3+ years in client-side web development with CSS, HTML, Javascript and jQuery
Proven, full-stack front-end experience using Python and Django
Other Modern Web Framework(s) experience is a plus (React, Vue, Angular, Ember)
Experience working collaboratively to build scalable, modular, production software in an Agile environment
Experience using RESTful json services
Node.js and API development familiarity is plus
D3.js is a plus</p>
<p>What we offer:</p>
<p>Competitive compensation package
Ground floor opportunity within rapidly growing tech startup
Great collaborative team environment
Full Benefits
Fun perks</p>
<p>Location - NYC, Flatiron District</p>
<p>We welcome your cover letter with a description of your previous complete experience and your resume.  Applicants must be authorized to work in the US as we are unable to sponsor.  Kasisto is an equal opportunity employer.</p>
",http://www.kasisto.coom,,40.714269,-74.005973
262,Kasisto,New York,Full Time,Front-End Software Engineer,"<p>Humanizing Digital Experiences®</p>
<p>Kasisto’s Digital Experience Platform, KAI, is designed for financial institutions to deliver the industry’s most amazing Conversational AI powered intelligent virtual assistants to their customers. KAI is open and extensible, and also fluent in the language of banking and finance. From simple retail transactions to the complex demands of corporate banks and wealth management, financial institutions can deliver meaningful digital interactions with KAI that help build their digital brand.</p>
<p>Financial institutions around the world use KAI, including DBS Bank, J.P. Morgan, Mastercard, Standard Chartered, TD Bank, and Manulife Bank among others. They chose KAI for its proven track record to drive business results while improving customer experiences. The platform is used by millions of consumers around the world, all the time, across multiple channels, in different languages, and is optimized for performance, scalability, security, and compliance.</p>
<p>This position</p>
<p>We are looking for a Full-Stack, client side software engineer to help build and integrate responsive chat interfaces, analytics dashboards and reporting tools.</p>
<p>What you’ll be doing</p>
<p>Working closely with clients and internal engineering, product and design teams to gather requirements
Building and integrating front-end applications with CSS, HTML, Javascript, jQuery, Vue.js, Webpack, Handlebars.js, LESS, Backbone, Python, Django and Java
Working to improve user experience and functionality for tools
Writing testable code utilizing common front-end unit and BDD testing frameworks
What you need for this position</p>
<p>3+ years in client-side web development with CSS, HTML, Javascript and jQuery
Proven, full-stack front-end experience using Python and Django
Other Modern Web Framework(s) experience is a plus (React, Vue, Angular, Ember)
Experience working collaboratively to build scalable, modular, production software in an Agile environment
Experience using RESTful json services
Node.js and API development familiarity is plus
D3.js is a plus</p>
<p>What we offer:</p>
<p>Competitive compensation package
Ground floor opportunity within rapidly growing tech startup
Great collaborative team environment
Full Benefits
Fun perks</p>
<p>Location - NYC, Flatiron District</p>
<p>We welcome your cover letter with a description of your previous complete experience and your resume.  Applicants must be authorized to work in the US as we are unable to sponsor.  Kasisto is an equal opportunity employer.</p>
",http://www.kasisto.coom,,40.714269,-74.005973
263,Kasisto,New York,Full Time,Front-End Software Engineer,"<p>Humanizing Digital Experiences®</p>
<p>Kasisto’s Digital Experience Platform, KAI, is designed for financial institutions to deliver the industry’s most amazing Conversational AI powered intelligent virtual assistants to their customers. KAI is open and extensible, and also fluent in the language of banking and finance. From simple retail transactions to the complex demands of corporate banks and wealth management, financial institutions can deliver meaningful digital interactions with KAI that help build their digital brand.</p>
<p>Financial institutions around the world use KAI, including DBS Bank, J.P. Morgan, Mastercard, Standard Chartered, TD Bank, and Manulife Bank among others. They chose KAI for its proven track record to drive business results while improving customer experiences. The platform is used by millions of consumers around the world, all the time, across multiple channels, in different languages, and is optimized for performance, scalability, security, and compliance.</p>
<p>This position</p>
<p>We are looking for a Full-Stack, client side software engineer to help build and integrate responsive chat interfaces, analytics dashboards and reporting tools.</p>
<p>What you’ll be doing</p>
<p>Working closely with clients and internal engineering, product and design teams to gather requirements
Building and integrating front-end applications with CSS, HTML, Javascript, jQuery, Vue.js, Webpack, Handlebars.js, LESS, Backbone, Python, Django and Java
Working to improve user experience and functionality for tools
Writing testable code utilizing common front-end unit and BDD testing frameworks
What you need for this position</p>
<p>3+ years in client-side web development with CSS, HTML, Javascript and jQuery
Proven, full-stack front-end experience using Python and Django
Other Modern Web Framework(s) experience is a plus (React, Vue, Angular, Ember)
Experience working collaboratively to build scalable, modular, production software in an Agile environment
Experience using RESTful json services
Node.js and API development familiarity is plus
D3.js is a plus</p>
<p>What we offer:</p>
<p>Competitive compensation package
Ground floor opportunity within rapidly growing tech startup
Great collaborative team environment
Full Benefits
Fun perks</p>
<p>Location - NYC, Flatiron District</p>
<p>We welcome your cover letter with a description of your previous complete experience and your resume.  Applicants must be authorized to work in the US as we are unable to sponsor.  Kasisto is an equal opportunity employer.</p>
",http://www.kasisto.coom,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBblNFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8401c5084da6bb1a0cacdd3ef319e6f919fcc738/Kasisto_Logo_c90x90.png,40.714269,-74.005973
270,Kinsta,"North America, remote",Full Time,,,https://kinsta.com/,,43.00595,-123.89259
271,Kinsta,"North America, remote",Full Time,Senior JavaScript Developer Trainer,,https://kinsta.com/,,43.00595,-123.89259
272,Kinsta,"North America, remote",Full Time,Senior JavaScript Developer Trainer,"<p>Ever since Kinsta’s establishment, we have been focused on quality code. Not having investors and working on our own product has allowed us to use the latest technologies, and continuously refactor our code to make it better. One of the most effective tools in our arsenal is onboarding and continuous training which we would now like to take to a new level.</p>
<p><strong>You will be tasked with expanding our existing training materials and applying them in the following areas:</strong></p>
<ul>
<li>The onboarding and initial training of new team members to give them the necessary skills and domain knowledge.</li>
<li>The efficient training of our code school pipeline where our goal is to find driven students and give them the tools they need to become great developers at Kinsta.</li>
<li>The continuous training of all members of our existing team to help them grow in key areas.</li>
<li>We strongly believe in ownership and pairing it with the power and freedom to practice that ownership fully. Instilling this philosophy is a large part of our training efforts.</li>
</ul>
<p><strong>Additional tasks that we see as part of a continuous training process:</strong></p>
<ul>
<li>Participation in the review process across all projects.</li>
<li>Tracking developer progression identifying bottlenecks and organizing training around them.</li>
</ul>
<p><strong>Location</strong></p>
<p>At the moment we are looking for applicants who live and work in the USA or Canada and speak English as a first language.</p>
<p><strong>Our Stack</strong></p>
<p>We make a conscientious effort to use the latest and most powerful technologies and to keep them running on the latest stable version available.</p>
<p>The most notable items on the list are: React, Node, GraphQL, SQL, NoSQL, Express, Webpack, Babel, TypeScript, Jest, Storybook, Git, Heroku, Docker, Stripe.</p>
<p><strong>Requirements</strong></p>
<ul>
<li>Minimum 5 years of working experience with Javascript including backend and frontend.</li>
<li>Minimum 2 years of Javascript developer training and mentoring experience.</li>
<li>High level knowledge of and experience with JS, latest ES methodologies and concepts, React, Node, Github, development patterns and testing patterns.</li>
<li>High level knowledge of Typescript, Git, deployment and CI tools.</li>
<li>Experience with GraphQL, Express, Webpack, Babel, Docker.</li>
<li>Familiarity with hosting concepts.</li>
</ul>
<p><strong>Bonus Points</strong></p>
<p>The following items are not requirements but would provide a shallower learning curve in this position:</p>
<ul>
<li>Experience with web hosting, server infrastructure or server management.</li>
<li>Experience with payment processing (Stripe), customer support tools (Intercom).</li>
<li>Experience working in multilingual teams.</li>
</ul>
<p><strong>Benefits</strong></p>
<ul>
<li>A dynamically growing international company where what you do has a direct and immediate impact.</li>
<li>We have an amazing design (UI and UX) team so development receives fully researched and designed tasks.This is a fully remote role. The JavaScript Developer Trainer can work from anywhere with reliable broadband internet access.</li>
<li>Our positions offer a great deal of flexibility, responsibility, and opportunity for growth for the right candidate.</li>
</ul>
<p>If you want to learn more about Kinsta and what it's like to work for our team, head to our website, Kinsta.com, and look for the About Us link in the footer.</p>
",https://kinsta.com/,,43.00595,-123.89259
273,Kinsta,"North America, remote",Full Time,Senior JavaScript Developer Trainer,"<p>Ever since Kinsta’s establishment, we have been focused on quality code. Not having investors and working on our own product has allowed us to use the latest technologies, and continuously refactor our code to make it better. One of the most effective tools in our arsenal is onboarding and continuous training which we would now like to take to a new level.</p>
<p><strong>You will be tasked with expanding our existing training materials and applying them in the following areas:</strong></p>
<ul>
<li>The onboarding and initial training of new team members to give them the necessary skills and domain knowledge.</li>
<li>The efficient training of our code school pipeline where our goal is to find driven students and give them the tools they need to become great developers at Kinsta.</li>
<li>The continuous training of all members of our existing team to help them grow in key areas.</li>
<li>We strongly believe in ownership and pairing it with the power and freedom to practice that ownership fully. Instilling this philosophy is a large part of our training efforts.</li>
</ul>
<p><strong>Additional tasks that we see as part of a continuous training process:</strong></p>
<ul>
<li>Participation in the review process across all projects.</li>
<li>Tracking developer progression identifying bottlenecks and organizing training around them.</li>
</ul>
<p><strong>Location</strong></p>
<p>At the moment we are looking for applicants who live and work in the USA or Canada and speak English as a first language.</p>
<p><strong>Our Stack</strong></p>
<p>We make a conscientious effort to use the latest and most powerful technologies and to keep them running on the latest stable version available.</p>
<p>The most notable items on the list are: React, Node, GraphQL, SQL, NoSQL, Express, Webpack, Babel, TypeScript, Jest, Storybook, Git, Heroku, Docker, Stripe.</p>
<p><strong>Requirements</strong></p>
<ul>
<li>Minimum 5 years of working experience with Javascript including backend and frontend.</li>
<li>Minimum 2 years of Javascript developer training and mentoring experience.</li>
<li>High level knowledge of and experience with JS, latest ES methodologies and concepts, React, Node, Github, development patterns and testing patterns.</li>
<li>High level knowledge of Typescript, Git, deployment and CI tools.</li>
<li>Experience with GraphQL, Express, Webpack, Babel, Docker.</li>
<li>Familiarity with hosting concepts.</li>
</ul>
<p><strong>Bonus Points</strong></p>
<p>The following items are not requirements but would provide a shallower learning curve in this position:</p>
<ul>
<li>Experience with web hosting, server infrastructure or server management.</li>
<li>Experience with payment processing (Stripe), customer support tools (Intercom).</li>
<li>Experience working in multilingual teams.</li>
</ul>
<p><strong>Benefits</strong></p>
<ul>
<li>A dynamically growing international company where what you do has a direct and immediate impact.</li>
<li>We have an amazing design (UI and UX) team so development receives fully researched and designed tasks.This is a fully remote role. The JavaScript Developer Trainer can work from anywhere with reliable broadband internet access.</li>
<li>Our positions offer a great deal of flexibility, responsibility, and opportunity for growth for the right candidate.</li>
</ul>
<p>If you want to learn more about Kinsta and what it's like to work for our team, head to our website, Kinsta.com, and look for the About Us link in the footer.</p>
",https://kinsta.com/,,43.00595,-123.89259
274,Kinsta,"North America, remote",Full Time,Senior JavaScript Developer Trainer,"<p>Ever since Kinsta’s establishment, we have been focused on quality code. Not having investors and working on our own product has allowed us to use the latest technologies, and continuously refactor our code to make it better. One of the most effective tools in our arsenal is onboarding and continuous training which we would now like to take to a new level.</p>
<p><strong>You will be tasked with expanding our existing training materials and applying them in the following areas:</strong></p>
<ul>
<li>The onboarding and initial training of new team members to give them the necessary skills and domain knowledge.</li>
<li>The efficient training of our code school pipeline where our goal is to find driven students and give them the tools they need to become great developers at Kinsta.</li>
<li>The continuous training of all members of our existing team to help them grow in key areas.</li>
<li>We strongly believe in ownership and pairing it with the power and freedom to practice that ownership fully. Instilling this philosophy is a large part of our training efforts.</li>
</ul>
<p><strong>Additional tasks that we see as part of a continuous training process:</strong></p>
<ul>
<li>Participation in the review process across all projects.</li>
<li>Tracking developer progression identifying bottlenecks and organizing training around them.</li>
</ul>
<p><strong>Location</strong></p>
<p>At the moment we are looking for applicants who live and work in the USA or Canada and speak English as a first language.</p>
<p><strong>Our Stack</strong></p>
<p>We make a conscientious effort to use the latest and most powerful technologies and to keep them running on the latest stable version available.</p>
<p>The most notable items on the list are: React, Node, GraphQL, SQL, NoSQL, Express, Webpack, Babel, TypeScript, Jest, Storybook, Git, Heroku, Docker, Stripe.</p>
<p><strong>Requirements</strong></p>
<ul>
<li>Minimum 5 years of working experience with Javascript including backend and frontend.</li>
<li>Minimum 2 years of Javascript developer training and mentoring experience.</li>
<li>High level knowledge of and experience with JS, latest ES methodologies and concepts, React, Node, Github, development patterns and testing patterns.</li>
<li>High level knowledge of Typescript, Git, deployment and CI tools.</li>
<li>Experience with GraphQL, Express, Webpack, Babel, Docker.</li>
<li>Familiarity with hosting concepts.</li>
</ul>
<p><strong>Bonus Points</strong></p>
<p>The following items are not requirements but would provide a shallower learning curve in this position:</p>
<ul>
<li>Experience with web hosting, server infrastructure or server management.</li>
<li>Experience with payment processing (Stripe), customer support tools (Intercom).</li>
<li>Experience working in multilingual teams.</li>
</ul>
<p><strong>Benefits</strong></p>
<ul>
<li>A dynamically growing international company where what you do has a direct and immediate impact.</li>
<li>We have an amazing design (UI and UX) team so development receives fully researched and designed tasks.This is a fully remote role. The JavaScript Developer Trainer can work from anywhere with reliable broadband internet access.</li>
<li>Our positions offer a great deal of flexibility, responsibility, and opportunity for growth for the right candidate.</li>
</ul>
<p>If you want to learn more about Kinsta and what it's like to work for our team, head to our website, Kinsta.com, and look for the About Us link in the footer.</p>
",https://kinsta.com/,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkdFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--eaa682970e0218e11b80f8cd04754426bcc58df9/kinsta-logo1.png,43.00595,-123.89259
292,Lev,NYC,Full Time,,,http://www.levcapital.com,,40.6238889,-73.9788889
293,Lev,NYC,Full Time,Senior Engineer ,,http://www.levcapital.com,,40.6238889,-73.9788889
294,Lev,NYC,Full Time,Senior Engineer ,"<p>Lev helps real estate owners and investors get the best financing for their property. We bring together Humans + Technology to provide the best in real estate capital markets advisory to our clients.</p>
<p>Backed by leaders in commercial real estate and venture capital, including ANIMO Ventures and Ludlow Ventures, we are excited to leverage incredible user experiences, smart technology and beautiful workflows to bring fairness and transparency to this $500+ billion industry.</p>
<p>We are looking for a passionate problem solver to join our (still small) engineering team.  In this role, you’ll get to wear many hats and be responsible for multiple projects including our proprietary smart lead sourcing and placing system.  You’ll also work directly with our CTO by constantly discussing, architecting, developing new features/products, and making sure they are delivered on time while functioning properly.</p>
<p>Our current stack consists of Python, Flask, Postgres on the backend, and React.js in the Front-end.</p>
<p>Roles &amp; Responsibilities:</p>
<ul>
<li>Write beautiful Python code that’s focused on scalability, testability, and maintainability.</li>
<li>Maintain and improve our Flask API which is the backbone of our platform.</li>
<li>Architect, design, and implement a plethora of features/products we have in the pipeline.</li>
<li>Collaborate with product, design, marketing, and engineering team on building features and functionality.</li>
<li>Perform code reviews to your teammates.</li>
<li>Discuss, implement, and document subjects like Engineering processes, best practices, code quality, testing, continuous integration/deployment, and more.</li>
</ul>
",http://www.levcapital.com,,40.6238889,-73.9788889
295,Lev,NYC,Full Time,Senior Engineer ,"<p>Lev helps real estate owners and investors get the best financing for their property. We bring together Humans + Technology to provide the best in real estate capital markets advisory to our clients.</p>
<p>Backed by leaders in commercial real estate and venture capital, including ANIMO Ventures and Ludlow Ventures, we are excited to leverage incredible user experiences, smart technology and beautiful workflows to bring fairness and transparency to this $500+ billion industry.</p>
<p>We are looking for a passionate problem solver to join our (still small) engineering team.  In this role, you’ll get to wear many hats and be responsible for multiple projects including our proprietary smart lead sourcing and placing system.  You’ll also work directly with our CTO by constantly discussing, architecting, developing new features/products, and making sure they are delivered on time while functioning properly.</p>
<p>Our current stack consists of Python, Flask, Postgres on the backend, and React.js in the Front-end.</p>
<p>Roles &amp; Responsibilities:</p>
<ul>
<li>Write beautiful Python code that’s focused on scalability, testability, and maintainability.</li>
<li>Maintain and improve our Flask API which is the backbone of our platform.</li>
<li>Architect, design, and implement a plethora of features/products we have in the pipeline.</li>
<li>Collaborate with product, design, marketing, and engineering team on building features and functionality.</li>
<li>Perform code reviews to your teammates.</li>
<li>Discuss, implement, and document subjects like Engineering processes, best practices, code quality, testing, continuous integration/deployment, and more.</li>
</ul>
",http://www.levcapital.com,,40.6238889,-73.9788889
296,Lev,NYC,Full Time,Senior Engineer ,"<p>Lev helps real estate owners and investors get the best financing for their property. We bring together Humans + Technology to provide the best in real estate capital markets advisory to our clients.</p>
<p>Backed by leaders in commercial real estate and venture capital, including ANIMO Ventures and Ludlow Ventures, we are excited to leverage incredible user experiences, smart technology and beautiful workflows to bring fairness and transparency to this $500+ billion industry.</p>
<p>We are looking for a passionate problem solver to join our (still small) engineering team.  In this role, you’ll get to wear many hats and be responsible for multiple projects including our proprietary smart lead sourcing and placing system.  You’ll also work directly with our CTO by constantly discussing, architecting, developing new features/products, and making sure they are delivered on time while functioning properly.</p>
<p>Our current stack consists of Python, Flask, Postgres on the backend, and React.js in the Front-end.</p>
<p>Roles &amp; Responsibilities:</p>
<ul>
<li>Write beautiful Python code that’s focused on scalability, testability, and maintainability.</li>
<li>Maintain and improve our Flask API which is the backbone of our platform.</li>
<li>Architect, design, and implement a plethora of features/products we have in the pipeline.</li>
<li>Collaborate with product, design, marketing, and engineering team on building features and functionality.</li>
<li>Perform code reviews to your teammates.</li>
<li>Discuss, implement, and document subjects like Engineering processes, best practices, code quality, testing, continuous integration/deployment, and more.</li>
</ul>
",http://www.levcapital.com,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWFFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8e72918f03a3dcf6257d7a4daed55b2a075399f8/dark-square-512.png,40.6238889,-73.9788889
369,Bombas,New York,Full Time,,,https://bombas.com,,40.714269,-74.005973
370,Bombas,New York,Full Time,Software Engineer,,https://bombas.com,,40.714269,-74.005973
